filename,date,paragraph,matched_words
01_16_2018_buffalo_meeting_minutes.mp3.4fbbcbec-f93c-406a-b738-fa414878612c.Transcript.txt,01_16_2018,"This is something that has obviously worked in a lot of other cities, something that we're working on now, and we hope to see more of those across the city, but it does come with extensive resource needs, right? And in most cities, it's only worked when the city provides something in the form of land, in the form of funds, things like that. And so to oversee these initiatives and others that would, you know, increase sustainability within the city itself and also to expand affordable housing opportunities, we would ask that this cabinet-level position is created.",affordable housing
01_10_2023_buffalo_meeting_minutes.mp3.097b4897-898f-47e2-a54e-215b4ad79aa1.Transcript.txt,01_10_2023,"But it seems again, it seems you're fixated on the city taking your property and giving it to someone else. I hope that's not the case, but I hope there's someone responsible that's going to do something with that property.  to continue to enhance the Cobblestone District, enhance downtown, because that's what this is about. How do we continue to develop the downtown area for housing development, even affordable housing?",affordable housing
03_21_2023_buffalo_meeting_minutes.mp3.92caa9a3-1aae-4130-b10a-e29e867bc16e.Transcript.txt,03_21_2023,"Lord Street, followed him, born on beggar's night. What better place could I be than the East Side of Buffalo? When Mitch became council member, he became the official God Squad member at Response to Love Center.",beggar
03_17_2020_buffalo_meeting_minutes.mp3.07641d44-e850-4d3a-a452-3b53115a1c55.Transcript.txt,03_17_2020,"In addition, a novel aspect that has been included, that there was a commitment by the developer  to have 20% of the rental units affordable to individuals earning no more than 80% of the area median income we have created both an enforcement and a monitoring mechanism in this agreement which has us monitoring those units that are not paid for through traditional means of affordable housing finance so if there is a privately financed unit that is a  Uh, um, uh, uh, uh,  that unit does not have the standard requirements of monitoring that comes with federal and state funds, the City of Buffalo will be able to monitor that unit and there will also be penalties associated with that if they do not meet that. So that is novel that is in this.",affordable housing
03_17_2020_buffalo_meeting_minutes.mp3.07641d44-e850-4d3a-a452-3b53115a1c55.Transcript.txt,03_17_2020,brendan mahaffey is correct we've had numerous community meetings and we do have an mou we do have a pud which i supported i supported the zoning map amendments i support the townhouses the affordable housing components mwbe but one thing i did do is i committed to the residents that along the way as this process moved forward i would keep them engaged i certainly support it i understand uh  that city wants to sell off its assets and it's being underutilized. And I agree with you.,affordable housing
03_05_2019_buffalo_meeting_minutes.mp3.a5ce2f9b-7bca-428f-a352-f487aebe1cd5.Transcript.txt,03_05_2019,"And also, you know, the perfect... cannot be the enemy of the good because we could demand deeper considerations for affordable housing there. For example, this building was assessed for about 4.4 million in change, and we sold for 3 million, but it's a cash deal. But as Mr. Rivera pointed out in our meeting, the 485A program is we've opted into it.",affordable housing
03_05_2019_buffalo_meeting_minutes.mp3.a5ce2f9b-7bca-428f-a352-f487aebe1cd5.Transcript.txt,03_05_2019,"So we see how there's been great appreciation here in the city of Buffalo. But nevertheless, according to federal stats, that lower rent is for a family of four would be 80% of the area median income for affordable housing. But if somebody came to us with just a straight subsidy deal, then it would be a lot deeper.",affordable housing
03_05_2019_buffalo_meeting_minutes.mp3.a5ce2f9b-7bca-428f-a352-f487aebe1cd5.Transcript.txt,03_05_2019,Councilman Riviere Thank you very much. Mr. President. I want to commend council member forensic for Initiating this and this is something that this common council not only in this particular project has looked to include Affordable housing but in different projects throughout the whole city of Buffalo and it was interesting yesterday in caucus while Brenda Mahaffey was there we were talking about a straightforward cash deal with where the developer saw the ability to include affordable housing without layers and layers and layers of incentives and inducements.,affordable housing
03_05_2019_buffalo_meeting_minutes.mp3.a5ce2f9b-7bca-428f-a352-f487aebe1cd5.Transcript.txt,03_05_2019,"And I can tell you right now, I would be one, a yes vote all day to have diverse downtown and I'm talking about that as far as an income and in other ways I think we have to be ashamed to say that and this is one way to do it and thank you for the resolution but I also thank the developer for having the foresight and digging in there finding out how to do it how to make it work and not just him I've said it before you know over in the Miller the site I developer came and said, you know what, we've been hearing you guys beat this drum about affordable housing and mixing in some affordable housing, and we're going to do it. Now, they also, I believe, are coming for some 45A and other things.",affordable housing
01_23_2024_buffalo_meeting_minutes.mp3.e08fd88d-0783-4c26-93f0-eab090a288a9.Transcript.txt,01_23_2024,"Item number 41, addition of members to the Affordable Housing Task Force. Motion to adopt. Seconded by Councilmember Glumbeck.",affordable housing
02_07_2023_buffalo_meeting_minutes.mp3.f3bb45a7-ff30-4e5e-a664-f6e07f037c80.Transcript.txt,02_07_2023,"so I think that this council would be in support of that. I Alrighty, thank you, sir. Item number 42 trailblazing sign for Darryl Saxon second by councilmember Noah Kowski item number 43 appointment of members to the city of Buffalo affordable housing task force Mr. Chairman motion is to approve as well motion is to approve and we do have the list Before us and thank you to all the council members who gave input of people to be on it as very balanced list that I In the past, when we tried to do this, we didn't have as many people who applied.",affordable housing
03_02_2021_buffalo_meeting_minutes.mp3.f3419867-dac2-4b80-a40c-c660a7eebd68.Transcript.txt,03_02_2021,There will be a community Zoom meeting regarding...  Compass Houses project to put a youth homeless shelter in the community who was not informed of this. And they're outraged by this. And I'm outraged by it.,homeless
02_06_2024_buffalo_meeting_minutes.mp3.3c6646bf-7aa2-4c88-b098-817b85195ae2.Transcript.txt,02_06_2024,"Our goal, and one of the things you'll hear me talk about a lot over the next year or two, we're going to try to do four things in this city. One, within our community, if we can bring every child up to grade level in their reading and their mathematics, If we can make sure that every home is up to code and that people are living in safe, quality, affordable housing. And if we can make sure that every person who is working or does not have a job is working at their highest capacity so they can earn as much money as they can.",affordable housing
02_06_2024_buffalo_meeting_minutes.mp3.3c6646bf-7aa2-4c88-b098-817b85195ae2.Transcript.txt,02_06_2024,"Motion to adopt resolvance and the remainder to community development. Seconded by Council Member Rivera. Item number 51, progress update on inclusionary zoning ordinance for affordable housing.",affordable housing
02_06_2018_buffalo_meeting_minutes.mp3.b6659687-5742-463c-a27b-96768560560a.Transcript.txt,02_06_2018,"I think it's unfortunate. And when I met with some of the representatives here today, folks from Linwood said to me, we are not against... affordable housing. So I want to be very plain before people went out and say they're obstructionists.",affordable housing
02_06_2018_buffalo_meeting_minutes.mp3.b6659687-5742-463c-a27b-96768560560a.Transcript.txt,02_06_2018,"But at the end of the day, what's right is right and what's wrong is wrong. So affordable housing, this is not even about whether it's affordable housing. This is about what was before this council were two items, and they went back and they changed it.",affordable housing
01_05_2021_buffalo_meeting_minutes.mp3.0a3aedf4-c536-42e3-9e83-7271aa54deb0.Transcript.txt,01_05_2021,that's the president pridgin yes council member rivera yes council member scanlon yes council member wingo yes that's my wife yes and what is item before you call the next item i just want to state for the record that the designated developer agreement for 160 162 164 best and 1145 michigan because that is obviously city land and the developer is interested in putting housing we have been in  conversation with them about some affordable housing there because this is they do have a market rate project the developer has been very very open to adding a percentage of affordable housing to this program,affordable housing
01_05_2021_buffalo_meeting_minutes.mp3.0a3aedf4-c536-42e3-9e83-7271aa54deb0.Transcript.txt,01_05_2021,"so I just want to thank my colleagues for continuing to have this conversation that when we are going to sell city land and there's going to be a housing project how important in these neighborhoods that have  that are seeing gentrification, that some people are still able to stay. Right now it's an empty lot, nobody's able to live there. But there will be possibly approximately 30 units and the developer is working on at least 10% of those units being affordable housing.",affordable housing
02_19_2019_buffalo_meeting_minutes.mp3.26fed74c-27c5-42cf-a937-00d85446e642.Transcript.txt,02_19_2019,"It's gratifying to see how quickly this property was found much interest Mr. Jamal has Put in an offer that's been brought before us the gentleman that's doing the Seneca Tower So it looks like he's putting together a good mix of uses for that building I think it's also important that he pointed out that that 10% of what he wants to carve out will be for affordable housing I heard you on the radio this morning. Mr. President and saying that, which was reflecting the resolution that we had adopted here as a body, saying that's a very important component.",affordable housing
02_19_2019_buffalo_meeting_minutes.mp3.26fed74c-27c5-42cf-a937-00d85446e642.Transcript.txt,02_19_2019,Miller Fillmore Gates is putting in an affordable housing component. um and that's important and it is not even mandated,affordable housing
02_19_2019_buffalo_meeting_minutes.mp3.26fed74c-27c5-42cf-a937-00d85446e642.Transcript.txt,02_19_2019,"yeah, I agree, we just have to stay on until we get moving some direction legislatively, and that's being worked on. Right now we just met with Dottie Gallagher, Gallagher and others in the partnership to talk about how we target areas to be able to make sure we get affordable housing in the Buffalo is not just market rate next item",affordable housing
02_19_2019_buffalo_meeting_minutes.mp3.26fed74c-27c5-42cf-a937-00d85446e642.Transcript.txt,02_19_2019,"I can't live anymore because I can't afford to rent there any longer. My heart goes out to those people and I'm here to speak up on their behalf. So I want to commend the mayor, the administration, especially Councilmember Franczak who brought up this issue on making that particular development affordable housing.",affordable housing
03_07_2017_buffalo_meeting_minutes.mp3.b5cbac8d-a907-4f89-9a97-d608bec035f7.Transcript.txt,03_07_2017,"Item 16, right to fair and affordable housing. Motion to send to the legislature. I'm sorry.",affordable housing
03_22_2022_buffalo_meeting_minutes.mp3.980dc615-4e05-4cd7-8f39-afa42077b35f.Transcript.txt,03_22_2022,"Send these, the homeless, tempest-lost to me. I lift my lamp beside the golden door. Our Father, we thank you that this city is called a city of good neighbors.",homeless
03_22_2022_buffalo_meeting_minutes.mp3.980dc615-4e05-4cd7-8f39-afa42077b35f.Transcript.txt,03_22_2022,"And a lot of people don't know all the affordable housing going on in the city of Buffalo. It only happens by all of that staff up there and by Yvonne, if Yvonne says no, it's hard to get it done. So she makes some hefty decisions and has done a great job in really assisting people, but getting them into houses that are affordable seems to be her heart.",affordable housing
01_09_2018_buffalo_meeting_minutes.mp3.51dc18d7-e022-4f23-89ab-c1c55b71e286.Transcript.txt,01_09_2018,"There's no policy in front of us yet. We're still working on it. Based on the fact that we're having a discussion about affordable housing for poor people and now some of them say, oh, that would stop a development.",affordable housing
01_09_2018_buffalo_meeting_minutes.mp3.51dc18d7-e022-4f23-89ab-c1c55b71e286.Transcript.txt,01_09_2018,"Developers are saying, we're going to do it. These are the Nick Sinatras, the Paladinos that are now coming in our respective districts and say we're going to do affordable housing in your district. So it can work.",affordable housing
03_31_2020_buffalo_meeting_minutes.mp3.9f6cdc1c-766b-40a0-a489-0daf0eeb6ffc.Transcript.txt,03_31_2020,"We know that it came in as a late file. But during times like this, when we know that it's cold outside, that people need a place to stay,  This is a very, very important item. So I thank the administration for caring about the people of the city of Buffalo, especially those who will find themselves homeless during this time.",homeless
03_02_2022_buffalo_meeting_minutes.mp3.ad97dcf2-dd84-47ad-bb2c-4d5526eac69d.Transcript.txt,03_02_2022,"Be it youth, senior services, the homeless, we get out there and we do it. I'm so proud of them. We look forward to working hard again  as we did through the pandemic.",homeless
05_30_2017_buffalo_meeting_minutes.mp3.36de923d-d3d5-4823-9c1e-5129825e4a56.Transcript.txt,05_30_2017,"Second by Councilmember Wyatt. Item 45, Concerns Land Trust for Affordable Housing. Motion to send to ledge.",affordable housing
06_13_2023_buffalo_meeting_minutes.mp3.de5ae5c4-ca8a-437a-9110-1d7e2458d643.Transcript.txt,06_13_2023,"Second by Council Member Golombic. Miscellaneous, item number 73, affordable housing task. Motion to adopt.",affordable housing
05_16_2017_buffalo_meeting_minutes.mp3.edb72e93-b17a-4b63-9a06-2d98f3d440ca.Transcript.txt,05_16_2017,And I've talked to the developer on this because this is market rate housing with no affordable housing. The reason I'm pushing the approval or suggesting approval is because this was in the pipeline over a year ago before we started talking about inclusionary housing. So I don't think it would be fair on this property to then hold the developer to a standard that we were not talking about then.,affordable housing
05_16_2017_buffalo_meeting_minutes.mp3.edb72e93-b17a-4b63-9a06-2d98f3d440ca.Transcript.txt,05_16_2017,"I have since talked to the developer, and his name is public, Mr. Jambra, and asked him if it was possible in any way to include some affordable housing in this development. But what I did assure him, and I state this now and forever hold my peace until something changes, is that when city land is being sold for development,  I am going to do as much as I possibly can to encourage developers until there's an inclusionary zoning law to include some type of affordable or workforce housing in their development. I told them I was going to state this for the record, told the community last night, some of who are here, who were concerned about this development, who came to us even during the committees.",affordable housing
05_16_2017_buffalo_meeting_minutes.mp3.edb72e93-b17a-4b63-9a06-2d98f3d440ca.Transcript.txt,05_16_2017,"I just feel that when developers are going to do this type of project and they need something from the city,  As one of my colleagues here in City Hall say that they show the city some love. Some would say, hey, why? Well, if we don't do it, if we don't push for affordable housing and workplace housing, we will more than likely never get it.",affordable housing
05_16_2017_buffalo_meeting_minutes.mp3.edb72e93-b17a-4b63-9a06-2d98f3d440ca.Transcript.txt,05_16_2017,"And what Rocco said to me, let's work together, and this is what I like to hear from developers, let's work together, let's see what, if we need some type of tax break to make it happen, if we need it, and these are the type of projects I would push forward every dime we can get our hands on to keep  affordable housing in the city of Buffalo. Thank you, Mr. Chair. Thank you for your support on that.",affordable housing
05_16_2017_buffalo_meeting_minutes.mp3.edb72e93-b17a-4b63-9a06-2d98f3d440ca.Transcript.txt,05_16_2017,"That's one we discussed. That's for the affordable housing. I just, it just clicked.",affordable housing
07_11_2023_buffalo_meeting_minutes.mp3.3df4f9f9-5f77-45bf-879c-3d770a6bcd0a.Transcript.txt,07_11_2023,"Second by Council Member Rivera. Item number 19, OSP 2023-2024 Annual Action Plan. Okay, I'm going to motion to approve, but I was told that I'm going to get additional information regarding the demolitions of 480,000, a detailed list of where those demolitions are going to occur for some affordable housing.",affordable housing
07_27_2023_buffalo_meeting_minutes.mp3.8f1bfb82-f57d-4afa-a8c3-bedd0c74387b.Transcript.txt,07_27_2023,"I think we...  might be able to put it in. However, I also have concerns, any money that is not spent for any categories for that matter. There are a number of categories from health to  first line arts, health equity, affordable housing.",affordable housing
05_12_2020_buffalo_meeting_minutes.mp3.45c85b6a-0202-440f-a53b-0170775f2942.Transcript.txt,05_12_2020,"In Chapter 3, these verses... The thought of my suffering and homelessness is bitter beyond words. I'll never forget this awful time as I grieve over my loss.",homelessness
05_12_2020_buffalo_meeting_minutes.mp3.45c85b6a-0202-440f-a53b-0170775f2942.Transcript.txt,05_12_2020,"Therefore, I hope in him. What a contrast between the bitterness, the suffering, the homelessness, the awful times, the grief, the loss, but then comes the point of hope, the point of a better tomorrow. As one of the television stations says right now, this too shall pass.",homelessness
04_19_2022_buffalo_meeting_minutes.mp3.775ccd7f-92c5-4e7f-9335-81174fdb1a9a.Transcript.txt,04_19_2022,"And the city commissioned this to make city welcoming, to make sure that many of the needs of the new Americans, the new residents that are here,  received the assistance, whether it was employment, affordable housing, secure housing, policing, language, access, translation, interpretation, health,  health, making sure that people understood how government worked for them. I think it's very important. And I just want to commend the administration for ensuring that this study was done.",affordable housing
09_15_2020_buffalo_meeting_minutes.mp3.81dbe770-9943-41b7-80a5-d867555d3983.Transcript.txt,09_15_2020,"Thank you Mr. Chair. and of course uh yvonne if it wasn't for yvonne a lot of people would not have affordable housing and it wouldn't be generated within our community um because yvonne works very hard with community groups so we're praying for her hearing another we continue to remember um  the men and women who may have given their life for the freedom of our country and others since our last meeting, and all of the names that have been called, we pause for a moment of silence. Thank you.",affordable housing
09_19_2023_buffalo_meeting_minutes.mp3.dfa74db7-f453-4303-8032-7173ea652239.Transcript.txt,09_19_2023,"Second by Councilmember Bowman. Miscellaneous. Item number 51, Affordable Housing Task Force.",affordable housing
07_11_2017_buffalo_meeting_minutes.mp3.7325088f-5590-4705-a8b3-9a597ddd044c.Transcript.txt,07_11_2017,"Second by President Proctor. Item 89, waive event fees for ECA outrace for homeless female veterans. Motion to approve.",homeless
06_27_2017_buffalo_meeting_minutes.mp3.10090d76-2de4-4d52-b33c-c884863fc989.Transcript.txt,06_27_2017,"So that you'll send this to the Affordable Housing Task Force, which is actively meeting. And I wanted you all to have it to be able to weigh in also. Because that way we'll get to good policy.",affordable housing
06_27_2017_buffalo_meeting_minutes.mp3.10090d76-2de4-4d52-b33c-c884863fc989.Transcript.txt,06_27_2017,"And so I think together, we work together, and I've said it before, with developers, with people, but also remembering that we do have an affordable housing problem. study that we've been promised. They're scheduling the release of that, and then that will show us the real numbers.",affordable housing
06_27_2017_buffalo_meeting_minutes.mp3.10090d76-2de4-4d52-b33c-c884863fc989.Transcript.txt,06_27_2017,"I mean, they're coming into this Common Council almost every meeting to show us future development. And the good thing about it, some of those developments are even showing us where affordable housing is working. And that is something we should also speak about, that we have developers that have come before us.",affordable housing
06_27_2017_buffalo_meeting_minutes.mp3.10090d76-2de4-4d52-b33c-c884863fc989.Transcript.txt,06_27_2017,"There have been people that have been contacted, and we know this, that have been questioned to say affordable housing or affordable inclusionary zoning is bad, and they have resisted doing that. And I stand up for those people that have resisted. So thank you once again and all our colleagues that have...  maintain an open mind and hopefully we can work through this complicated process.",affordable housing
06_27_2017_buffalo_meeting_minutes.mp3.10090d76-2de4-4d52-b33c-c884863fc989.Transcript.txt,06_27_2017,"You know, this is not a one-size-fits-all situation, but we must do something and we've been very patient  and patient and waiting. And as we continue to wait, there's people who are up here desperate for outcomes of affordable housing. So we can sit on the sideline and we can kind of, you know, Monday morning quarterback about this process, but we know that we've been pressing.",affordable housing
06_27_2017_buffalo_meeting_minutes.mp3.10090d76-2de4-4d52-b33c-c884863fc989.Transcript.txt,06_27_2017,"And why I am very encouraged by Ms. Howard's questionnaire, because it starts that conversation. And we have citizens who are not elected who are going to fill out that questionnaire, who each council member has had the opportunity to appoint to that affordable housing task force, and if you haven't, you still can. And so, very good.",affordable housing
06_27_2017_buffalo_meeting_minutes.mp3.10090d76-2de4-4d52-b33c-c884863fc989.Transcript.txt,06_27_2017,"Thank you. Council Member White, last word. I just want to say one thing, and I commend you for putting together the Affordable Housing Committee.",affordable housing
07_25_2023_buffalo_meeting_minutes.mp3.188fbd98-dde1-4fff-8bc7-66a8c89720d2.Transcript.txt,07_25_2023,"Community Services for Everyone has been in the community for 34 years. The majority of services we provide are in the City of Buffalo. We support many people with developmental disabilities, but we also support people without disabilities in the areas of employment, affordable housing, domestic violence,  We regularly are in a neighborhood and have someone call and say, hey, we hear you help people.",affordable housing
06_11_2024_buffalo_meeting_minutes.mp3.9397e110-aa6d-4a57-bb25-694ed8d3f637.Transcript.txt,06_11_2024,"And if you look at the tax rolls of where a large part of the tax base is driven, it's off those buildings. And then you go to cities around the world, they have thriving urban. dense downtowns that derive not only cultural attractions, but you have a multitude of mixed use housing options, especially in a housing crisis that we're facing here in the city of Buffalo because we don't have enough inventory.",housing crisis
04_16_2019_buffalo_meeting_minutes.mp3.54c2a739-0427-4185-9b8f-e16b32f97517.Transcript.txt,04_16_2019,"And this project, one of the things about this project that I am pleased with is the affordable housing component. Now, I want to be clear that if the developer had went with 485A, which they probably would have qualified, we would not have the control to be able to include the community benefits agreement, which when we looked at the research back to 97, the reason for this article heavily leaned on minority business â€“ opportunities in the project. The second thing is if we are ever going to change and make Buffalo more inclusive, and when I'm talking about that, I'm talking about economically in certain areas, there are going to probably have to be some benefits at times.",affordable housing
04_16_2019_buffalo_meeting_minutes.mp3.54c2a739-0427-4185-9b8f-e16b32f97517.Transcript.txt,04_16_2019,"This developer would not be able to get any tax break on every property, or the developer would have to come back to this council. And I want to be clear, and I want to be heard loud and clear. The affordable housing component is the only reason that I'm supporting this article at this point for this project.",affordable housing
04_16_2019_buffalo_meeting_minutes.mp3.54c2a739-0427-4185-9b8f-e16b32f97517.Transcript.txt,04_16_2019,"If a developer comes and asks for a market, full market rate, They need to pay for full market rate unless there's a reason we're becoming involved. But this one, from the beginning, I asked Montanti when they came to us, I ask because the people are asking for affordable housing and to see if there's a way that that could work. With Article 16, we do have that oversight and be able to monitor the project.",affordable housing
04_16_2019_buffalo_meeting_minutes.mp3.54c2a739-0427-4185-9b8f-e16b32f97517.Transcript.txt,04_16_2019,"Now, I asked the question from Brendan Mahaffey and from Scott, Bill. If the tax break, if the gap in the project, for instance, is $1 million, and these are just numbers I'm making up, and the developer is getting a $3 million tax break, to me that's not fair. This should only be to fill that gap so that the affordable housing.",affordable housing
04_16_2019_buffalo_meeting_minutes.mp3.54c2a739-0427-4185-9b8f-e16b32f97517.Transcript.txt,04_16_2019,"And so what I was told is we could ask for even more affordable housing in that project. And I intend to look at every dime to see and make sure that we are not making a making it just easy for a developer to say, hey, just give me a tax break. I'll just throw it out to the wind.",affordable housing
04_16_2019_buffalo_meeting_minutes.mp3.54c2a739-0427-4185-9b8f-e16b32f97517.Transcript.txt,04_16_2019,"I know one was out for 10 years, and you heard not a peep. Now when we're talking about affordable housing, Now the question is why do this for a fort? Why do this?",affordable housing
04_16_2019_buffalo_meeting_minutes.mp3.54c2a739-0427-4185-9b8f-e16b32f97517.Transcript.txt,04_16_2019,I want to see it used. There's some places in Fruitbelt that I want to see this article used. because we want to make sure we use every tool in the toolbox to keep affordable housing.,affordable housing
04_16_2019_buffalo_meeting_minutes.mp3.54c2a739-0427-4185-9b8f-e16b32f97517.Transcript.txt,04_16_2019,"Today we can possibly move this along, but going forward, the benefits, the public benefits, and I'm a big proponent, just as you are, many of us, on on the Common Council on Affordable Housing and the percentage, the MI, because we want to truly make it affordable for people that live and want to live in that area that wouldn't normally be able to live in that area. So that's something that my votes going forward would be predicated on those public benefits, and certainly the benefits to the developers themselves. We have to look very carefully because this is taxpayers' money that we're doling out, and we want to make sure there is a true public benefit to the community.",affordable housing
04_16_2019_buffalo_meeting_minutes.mp3.54c2a739-0427-4185-9b8f-e16b32f97517.Transcript.txt,04_16_2019,"After talking to Mr. Mahaffey yesterday for about 20 minutes, You know, I was inclined, I had a lot of questions about this, but after conversation with him, I will vote for this, the affordable housing component. There's a, the city owns a parking garage that we're going to sell to them. That this is not a tax break of any kind that has never come before us at this point.",affordable housing
04_16_2019_buffalo_meeting_minutes.mp3.54c2a739-0427-4185-9b8f-e16b32f97517.Transcript.txt,04_16_2019,"And we will have all of that information. There is a connection, though, between the tax break. seeking that and an understanding that this council very fairly looks upon the affordable housing aspect of this.",affordable housing
06_25_2024_buffalo_meeting_minutes.mp3.d120b336-35ed-42ad-82bd-2e47034c6699.Transcript.txt,06_25_2024,"We pray for the homeless, that this deliberative body will understand how we can address the need for everybody. To have a safe roof over their heads. We pray for those that are mentally ill, Lord.",homeless
03_30_2021_buffalo_meeting_minutes.mp3.a258c18e-16aa-4b22-a7a1-d974426ba5d5.Transcript.txt,03_30_2021,"But because of some internal issues, we didn't get it filed, but it is here now. I want to thank all the residents who stood up and got involved because there was something happening that Compass House was putting a facility for  children, homeless youth in their district. And some people on the surface might think that, why are we fighting against that?",homeless
03_30_2021_buffalo_meeting_minutes.mp3.a258c18e-16aa-4b22-a7a1-d974426ba5d5.Transcript.txt,03_30_2021,"Well, we're fighting because they weren't informed. So they wanted to open up a youth center or youth housing homeless shelter in their community without a single conversation to them, with them. And this has been going on, have been planned since September of last year.",homeless
05_21_2020_buffalo_meeting_minutes.mp3.a284e5c3-d482-4c4c-ac77-a22d47431ef0.Transcript.txt,05_21_2020,"So the reason I would be, if we heard absolutely nothing, if nothing changed, that we would come back to the table before July, I mean, before June 6th, would be because we'd be homeless, basically, is how I equate it. Then you have to make some different types of decisions. The second thing and final for me is that the same way that right now the administration isn't doing a loan package because they're waiting.",homeless
05_03_2022_buffalo_meeting_minutes.mp3.4024ef4d-793c-4c29-9ba7-ea46079a914e.Transcript.txt,05_03_2022,"And these are very large historic structures that house well over 200 units. And where we're at within the neighborhood is these buildings could have been sold off and been market rate apartments for $1,500 a pop. And I was thrilled that when Wynn had purchased and acquired these properties and having a commitment and being an affordable housing developer and making sure that folks that have lived there for generations are able to live in these buildings and live in them with dignity and security.",affordable housing
06_27_2023_buffalo_meeting_minutes.mp3.c674f078-33b2-44b6-b5c0-abd68676380f.Transcript.txt,06_27_2023,"majority of those are from Erie County and the majority of those are from the city of Buffalo. That work has evolved dramatically over the past 10, 15, 20 years, particularly as we receive more data information telling us how not only are LGBTQ young people at higher risk for suicide, homelessness, drug addiction, but particularly black LGBTQ young people are at even higher risks of suicide, homelessness, and drug addiction. And so by being able to be in the community, being able to be held up and recognized by our community leaders is really the most important thing that we can do so that they know that they're, as the Councilman pointed out, don't feel like there's something wrong with them.",homelessness
06_27_2023_buffalo_meeting_minutes.mp3.c674f078-33b2-44b6-b5c0-abd68676380f.Transcript.txt,06_27_2023,"Motion to send to CD items four through 19. Second by Council Member Bowman. On item four, this is the homeless shelter area.",homeless
05_14_2019_buffalo_meeting_minutes.mp3.1db25e73-4063-4b2f-94d3-d88a7b4d45ff.Transcript.txt,05_14_2019,"Now as much as we would like to say great job Mayor Brown for the economic development, the economic resurgence that we're experiencing here, there are some extraneous factors that we're facing and have to contend with as well. as it relates to the housing crisis that we're going through, as it relates to the displacement of folks living in their homes for 20, 30 years, who now, because of rental hikes and rental increases, have been displaced. I believe that housing should be a human right, as a lot of advocates have stated in the past, and that people should not have to live in their homes in fear of eviction or in fear of displacement.",housing crisis
